transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Age
2017-06-13,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0,Male,36,Dental Hygienist,Health,High Net Worth,N,No,10.0,1 Sloan Avenue,2176,NSW,Australia,10,49.0
2017-12-19,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0,Male,36,Dental Hygienist,Health,High Net Worth,N,No,10.0,1 Sloan Avenue,2176,NSW,Australia,10,49.0
2017-09-02,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0,Male,36,Dental Hygienist,Health,High Net Worth,N,No,10.0,1 Sloan Avenue,2176,NSW,Australia,10,49.0
2017-02-09,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,Male,36,Dental Hygienist,Health,High Net Worth,N,No,10.0,1 Sloan Avenue,2176,NSW,Australia,10,49.0
2017-01-05,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,Male,36,Dental Hygienist,Health,High Net Worth,N,No,10.0,1 Sloan Avenue,2176,NSW,Australia,10,49.0
2017-11-14,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,Male,36,Dental Hygienist,Health,High Net Worth,N,No,10.0,1 Sloan Avenue,2176,NSW,Australia,10,49.0
2017-06-12,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,39526.0,Female,6,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,7.0,7875 Fieldstone Pass,4216,QLD,Australia,10,58.0
2017-10-28,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,38193.0,Female,6,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,7.0,7875 Fieldstone Pass,4216,QLD,Australia,10,58.0
2017-12-27,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,34165.0,Female,6,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,7.0,7875 Fieldstone Pass,4216,QLD,Australia,10,58.0
2017-12-13,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,38339.0,Female,6,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,7.0,7875 Fieldstone Pass,4216,QLD,Australia,10,58.0
2017-05-17,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0,Female,6,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,7.0,7875 Fieldstone Pass,4216,QLD,Australia,10,58.0
2017-09-13,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37539.0,Female,6,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,7.0,7875 Fieldstone Pass,4216,QLD,Australia,10,58.0
2017-05-26,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,35667.0,Female,6,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,7.0,7875 Fieldstone Pass,4216,QLD,Australia,10,58.0
2017-02-17,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,Female,17,Statistician II,Financial Services,Mass Customer,N,No,17.0,74164 Village Green Parkway,3037,VIC,Australia,9,61.0
2017-09-06,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,Female,17,Statistician II,Financial Services,Mass Customer,N,No,17.0,74164 Village Green Parkway,3037,VIC,Australia,9,61.0
2017-05-31,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0,Female,17,Statistician II,Financial Services,Mass Customer,N,No,17.0,74164 Village Green Parkway,3037,VIC,Australia,9,61.0
2017-05-06,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,Female,17,Statistician II,Financial Services,Mass Customer,N,No,17.0,74164 Village Green Parkway,3037,VIC,Australia,9,61.0
2017-06-26,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498.0,Female,17,Statistician II,Financial Services,Mass Customer,N,No,17.0,74164 Village Green Parkway,3037,VIC,Australia,9,61.0
2017-07-18,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,Female,17,Statistician II,Financial Services,Mass Customer,N,No,17.0,74164 Village Green Parkway,3037,VIC,Australia,9,61.0
2017-12-25,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0,Female,17,Statistician II,Financial Services,Mass Customer,N,No,17.0,74164 Village Green Parkway,3037,VIC,Australia,9,61.0
2017-09-18,1.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0,Female,17,Statistician II,Financial Services,Mass Customer,N,No,17.0,74164 Village Green Parkway,3037,VIC,Australia,9,61.0
2017-02-15,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,Female,17,Statistician II,Financial Services,Mass Customer,N,No,17.0,74164 Village Green Parkway,3037,VIC,Australia,9,61.0
2017-02-15,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226.0,Female,17,Statistician II,Financial Services,Mass Customer,N,No,17.0,74164 Village Green Parkway,3037,VIC,Australia,9,61.0
2017-10-16,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,Female,17,Statistician II,Financial Services,Mass Customer,N,No,17.0,74164 Village Green Parkway,3037,VIC,Australia,9,61.0
2017-03-11,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0,Male,62,VP Quality Control,Retail,Mass Customer,N,No,16.0,147 Golden Leaf Pass,2061,NSW,Australia,10,35.0
2017-08-19,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,Male,62,VP Quality Control,Retail,Mass Customer,N,No,16.0,147 Golden Leaf Pass,2061,NSW,Australia,10,35.0
2017-05-20,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0,Male,62,VP Quality Control,Retail,Mass Customer,N,No,16.0,147 Golden Leaf Pass,2061,NSW,Australia,10,35.0
2017-10-16,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586.0,Male,62,VP Quality Control,Retail,Mass Customer,N,No,16.0,147 Golden Leaf Pass,2061,NSW,Australia,10,35.0
2017-07-15,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0,Male,62,VP Quality Control,Retail,Mass Customer,N,No,16.0,147 Golden Leaf Pass,2061,NSW,Australia,10,35.0
2017-02-14,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0,Male,62,VP Quality Control,Retail,Mass Customer,N,No,16.0,147 Golden Leaf Pass,2061,NSW,Australia,10,35.0
2017-10-10,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0,Male,65,Executive Secretary,Retail,High Net Worth,N,Yes,7.0,52 Ruskin Pass,2089,NSW,Australia,10,34.0
2017-07-01,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,37626.0,Male,65,Executive Secretary,Retail,High Net Worth,N,Yes,7.0,52 Ruskin Pass,2089,NSW,Australia,10,34.0
2017-09-28,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,34170.0,Male,65,Executive Secretary,Retail,High Net Worth,N,Yes,7.0,52 Ruskin Pass,2089,NSW,Australia,10,34.0
2017-05-30,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498.0,Male,65,Executive Secretary,Retail,High Net Worth,N,Yes,7.0,52 Ruskin Pass,2089,NSW,Australia,10,34.0
2017-02-07,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,42295.0,Male,65,Executive Secretary,Retail,High Net Worth,N,Yes,7.0,52 Ruskin Pass,2089,NSW,Australia,10,34.0
2017-01-13,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,34586.0,Male,65,Executive Secretary,Retail,High Net Worth,N,Yes,7.0,52 Ruskin Pass,2089,NSW,Australia,10,34.0
2017-03-27,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,34996.0,Male,65,Executive Secretary,Retail,High Net Worth,N,Yes,7.0,52 Ruskin Pass,2089,NSW,Australia,10,34.0
2017-11-20,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,Female,17,Chemical Engineer,Manufacturing,Mass Customer,N,No,11.0,65 Sachtjen Park,2067,NSW,Australia,11,46.0
2017-10-25,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,Female,17,Chemical Engineer,Manufacturing,Mass Customer,N,No,11.0,65 Sachtjen Park,2067,NSW,Australia,11,46.0
2017-07-06,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334.0,Female,17,Chemical Engineer,Manufacturing,Mass Customer,N,No,11.0,65 Sachtjen Park,2067,NSW,Australia,11,46.0
2017-10-03,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0,Female,17,Chemical Engineer,Manufacturing,Mass Customer,N,No,11.0,65 Sachtjen Park,2067,NSW,Australia,11,46.0
2017-08-21,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,Female,17,Chemical Engineer,Manufacturing,Mass Customer,N,No,11.0,65 Sachtjen Park,2067,NSW,Australia,11,46.0
2017-03-22,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,Female,17,Chemical Engineer,Manufacturing,Mass Customer,N,No,11.0,65 Sachtjen Park,2067,NSW,Australia,11,46.0
2017-09-10,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,33879.0,Female,53,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14.0,09 Mitchell Terrace,2166,NSW,Australia,9,34.0
2017-08-01,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,41064.0,Female,53,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14.0,09 Mitchell Terrace,2166,NSW,Australia,9,34.0
2017-02-08,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,42295.0,Female,53,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14.0,09 Mitchell Terrace,2166,NSW,Australia,9,34.0
2017-07-27,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37539.0,Female,53,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14.0,09 Mitchell Terrace,2166,NSW,Australia,9,34.0
2017-09-23,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,37698.0,Female,53,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14.0,09 Mitchell Terrace,2166,NSW,Australia,9,34.0
2017-09-10,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,33259.0,Female,3,Social Worker,Manufacturing,Mass Customer,N,Yes,18.0,7 Vernon Lane,2232,NSW,Australia,10,45.0
2017-04-15,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,Female,3,Social Worker,Manufacturing,Mass Customer,N,Yes,18.0,7 Vernon Lane,2232,NSW,Australia,10,45.0
2017-02-28,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36367.0,Female,3,Social Worker,Manufacturing,Mass Customer,N,Yes,18.0,7 Vernon Lane,2232,NSW,Australia,10,45.0
2017-08-31,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0,Female,16,Geologist IV,Retail,Affluent Customer,N,No,1.0,23 Village Way,4215,QLD,Australia,9,18.0
2017-10-19,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145.0,Female,16,Geologist IV,Retail,Affluent Customer,N,No,1.0,23 Village Way,4215,QLD,Australia,9,18.0
2017-11-24,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859.0,Female,16,Geologist IV,Retail,Affluent Customer,N,No,1.0,23 Village Way,4215,QLD,Australia,9,18.0
2017-04-20,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0,Female,16,Geologist IV,Retail,Affluent Customer,N,No,1.0,23 Village Way,4215,QLD,Australia,9,18.0
2017-07-02,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0,Female,80,Clinical Specialist,Health,Mass Customer,N,No,16.0,7827 Spohn Court,2093,NSW,Australia,9,56.0
2017-04-07,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0,Female,80,Clinical Specialist,Health,Mass Customer,N,No,16.0,7827 Spohn Court,2093,NSW,Australia,9,56.0
2017-05-31,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0,Female,80,Clinical Specialist,Health,Mass Customer,N,No,16.0,7827 Spohn Court,2093,NSW,Australia,9,56.0
2017-03-24,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,Female,80,Clinical Specialist,Health,Mass Customer,N,No,16.0,7827 Spohn Court,2093,NSW,Australia,9,56.0
2017-08-28,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,Female,80,Clinical Specialist,Health,Mass Customer,N,No,16.0,7827 Spohn Court,2093,NSW,Australia,9,56.0
2017-11-10,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334.0,Female,80,Clinical Specialist,Health,Mass Customer,N,No,16.0,7827 Spohn Court,2093,NSW,Australia,9,56.0
2017-02-02,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626.0,Female,80,Clinical Specialist,Health,Mass Customer,N,No,16.0,7827 Spohn Court,2093,NSW,Australia,9,56.0
2017-01-05,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0,Female,80,Clinical Specialist,Health,Mass Customer,N,No,16.0,7827 Spohn Court,2093,NSW,Australia,9,56.0
2017-12-17,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,Female,80,Clinical Specialist,Health,Mass Customer,N,No,16.0,7827 Spohn Court,2093,NSW,Australia,9,56.0
2017-05-14,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,Female,80,Clinical Specialist,Health,Mass Customer,N,No,16.0,7827 Spohn Court,2093,NSW,Australia,9,56.0
2017-02-11,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,39031.0,Male,40,General Manager,Manufacturing,Affluent Customer,N,No,3.0,14155 Evergreen Way,2756,NSW,Australia,8,20.0
2017-07-03,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,34996.0,Male,40,General Manager,Manufacturing,Affluent Customer,N,No,3.0,14155 Evergreen Way,2756,NSW,Australia,8,20.0
2017-02-08,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,34244.0,Male,40,General Manager,Manufacturing,Affluent Customer,N,No,3.0,14155 Evergreen Way,2756,NSW,Australia,8,20.0
2017-10-19,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,41922.0,Male,40,General Manager,Manufacturing,Affluent Customer,N,No,3.0,14155 Evergreen Way,2756,NSW,Australia,8,20.0
2017-08-09,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,35470.0,Male,40,General Manager,Manufacturing,Affluent Customer,N,No,3.0,14155 Evergreen Way,2756,NSW,Australia,8,20.0
2017-04-17,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0,Male,33,Social Worker,Health,Mass Customer,N,No,20.0,40504 Tennyson Drive,2046,NSW,Australia,9,57.0
2017-02-23,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0,Male,33,Social Worker,Health,Mass Customer,N,No,20.0,40504 Tennyson Drive,2046,NSW,Australia,9,57.0
2017-01-26,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220.0,Male,33,Social Worker,Health,Mass Customer,N,No,20.0,40504 Tennyson Drive,2046,NSW,Australia,9,57.0
2017-05-23,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0,Male,33,Social Worker,Health,Mass Customer,N,No,20.0,40504 Tennyson Drive,2046,NSW,Australia,9,57.0
2017-02-11,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0,Male,33,Social Worker,Health,Mass Customer,N,No,20.0,40504 Tennyson Drive,2046,NSW,Australia,9,57.0
2017-10-16,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0,Male,33,Social Worker,Health,Mass Customer,N,No,20.0,40504 Tennyson Drive,2046,NSW,Australia,9,57.0
2017-03-23,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,34071.0,Male,33,Social Worker,Health,Mass Customer,N,No,20.0,40504 Tennyson Drive,2046,NSW,Australia,9,57.0
2017-08-03,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0,Male,33,Social Worker,Health,Mass Customer,N,No,20.0,40504 Tennyson Drive,2046,NSW,Australia,9,57.0
2017-06-04,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0,Male,33,Social Worker,Health,Mass Customer,N,No,20.0,40504 Tennyson Drive,2046,NSW,Australia,9,57.0
2017-09-05,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,42458.0,Male,46,Assistant Professor,Manufacturing,Mass Customer,N,Yes,18.0,6330 Monica Way,2540,NSW,Australia,9,42.0
2017-07-02,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,33888.0,Male,46,Assistant Professor,Manufacturing,Mass Customer,N,Yes,18.0,6330 Monica Way,2540,NSW,Australia,9,42.0
2017-08-25,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,39526.0,Male,46,Assistant Professor,Manufacturing,Mass Customer,N,Yes,18.0,6330 Monica Way,2540,NSW,Australia,9,42.0
2017-12-04,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,Male,46,Assistant Professor,Manufacturing,Mass Customer,N,Yes,18.0,6330 Monica Way,2540,NSW,Australia,9,42.0
2017-07-15,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,39031.0,Male,46,Assistant Professor,Manufacturing,Mass Customer,N,Yes,18.0,6330 Monica Way,2540,NSW,Australia,9,42.0
2017-04-21,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0,Male,46,Assistant Professor,Manufacturing,Mass Customer,N,Yes,18.0,6330 Monica Way,2540,NSW,Australia,9,42.0
2017-04-20,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,38339.0,Male,46,Assistant Professor,Manufacturing,Mass Customer,N,Yes,18.0,6330 Monica Way,2540,NSW,Australia,9,42.0
2017-10-29,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,35707.0,Male,46,Assistant Professor,Manufacturing,Mass Customer,N,Yes,18.0,6330 Monica Way,2540,NSW,Australia,9,42.0
2017-10-03,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0,Male,46,Assistant Professor,Manufacturing,Mass Customer,N,Yes,18.0,6330 Monica Way,2540,NSW,Australia,9,42.0
2017-09-05,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,33552.0,Female,70,Staff Accountant III,Entertainment,Mass Customer,N,No,17.0,97910 Leroy Junction,2073,NSW,Australia,12,24.0
2017-09-19,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0,Female,70,Staff Accountant III,Entertainment,Mass Customer,N,No,17.0,97910 Leroy Junction,2073,NSW,Australia,12,24.0
2017-02-08,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0,Female,70,Staff Accountant III,Entertainment,Mass Customer,N,No,17.0,97910 Leroy Junction,2073,NSW,Australia,12,24.0
2017-02-13,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295.0,Female,70,Staff Accountant III,Entertainment,Mass Customer,N,No,17.0,97910 Leroy Junction,2073,NSW,Australia,12,24.0
2017-06-09,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,Female,70,Staff Accountant III,Entertainment,Mass Customer,N,No,17.0,97910 Leroy Junction,2073,NSW,Australia,12,24.0
2017-02-12,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0,Female,70,Staff Accountant III,Entertainment,Mass Customer,N,No,17.0,97910 Leroy Junction,2073,NSW,Australia,12,24.0
2017-04-04,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0,Female,70,Staff Accountant III,Entertainment,Mass Customer,N,No,17.0,97910 Leroy Junction,2073,NSW,Australia,12,24.0
2017-11-27,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,Female,70,Staff Accountant III,Entertainment,Mass Customer,N,No,17.0,97910 Leroy Junction,2073,NSW,Australia,12,24.0
2017-06-03,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859.0,Female,70,Staff Accountant III,Entertainment,Mass Customer,N,No,17.0,97910 Leroy Junction,2073,NSW,Australia,12,24.0
2017-09-28,0.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172.0,Male,86,Graphic Designer,IT,High Net Worth,N,No,7.0,623 Carberry Way,2145,NSW,Australia,8,61.0
2017-05-12,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404.0,Male,86,Graphic Designer,IT,High Net Worth,N,No,7.0,623 Carberry Way,2145,NSW,Australia,8,61.0
2017-07-28,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,Male,86,Graphic Designer,IT,High Net Worth,N,No,7.0,623 Carberry Way,2145,NSW,Australia,8,61.0
2017-07-21,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0,Male,86,Graphic Designer,IT,High Net Worth,N,No,7.0,623 Carberry Way,2145,NSW,Australia,8,61.0
2017-08-22,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,Male,86,Graphic Designer,IT,High Net Worth,N,No,7.0,623 Carberry Way,2145,NSW,Australia,8,61.0
2017-02-18,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,Male,86,Graphic Designer,IT,High Net Worth,N,No,7.0,623 Carberry Way,2145,NSW,Australia,8,61.0
2017-08-20,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,42458.0,Male,63,Administrative Assistant III,Argiculture,Affluent Customer,N,No,2.0,2590 Northport Hill,2070,NSW,Australia,11,24.0
2017-11-24,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0,Male,63,Administrative Assistant III,Argiculture,Affluent Customer,N,No,2.0,2590 Northport Hill,2070,NSW,Australia,11,24.0
2017-04-09,0.0,Approved,Solex,Standard,medium,medium,1541.62,556.0910499165528,38198.74136448693,Male,63,Administrative Assistant III,Argiculture,Affluent Customer,N,No,2.0,2590 Northport Hill,2070,NSW,Australia,11,24.0
2017-04-27,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0,Female,52,Social Worker,Financial Services,Affluent Customer,N,No,18.0,94611 Cascade Parkway,2763,NSW,Australia,8,52.0
2017-03-31,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145.0,Female,52,Social Worker,Financial Services,Affluent Customer,N,No,18.0,94611 Cascade Parkway,2763,NSW,Australia,8,52.0
2017-09-17,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,Female,52,Social Worker,Financial Services,Affluent Customer,N,No,18.0,94611 Cascade Parkway,2763,NSW,Australia,8,52.0
2017-10-22,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,Female,52,Social Worker,Financial Services,Affluent Customer,N,No,18.0,94611 Cascade Parkway,2763,NSW,Australia,8,52.0
2017-09-09,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0,Female,52,Social Worker,Financial Services,Affluent Customer,N,No,18.0,94611 Cascade Parkway,2763,NSW,Australia,8,52.0
2017-07-20,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0,Female,52,Social Worker,Financial Services,Affluent Customer,N,No,18.0,94611 Cascade Parkway,2763,NSW,Australia,8,52.0
2017-05-13,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,Female,52,Social Worker,Financial Services,Affluent Customer,N,No,18.0,94611 Cascade Parkway,2763,NSW,Australia,8,52.0
2017-01-23,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,Female,52,Social Worker,Financial Services,Affluent Customer,N,No,18.0,94611 Cascade Parkway,2763,NSW,Australia,8,52.0
2017-10-11,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295.0,Female,52,Social Worker,Financial Services,Affluent Customer,N,No,18.0,94611 Cascade Parkway,2763,NSW,Australia,8,52.0
2017-10-12,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,36498.0,Female,48,General Manager,Financial Services,Affluent Customer,N,Yes,11.0,27 Grayhawk Alley,2102,NSW,Australia,11,56.0
2017-02-13,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,37874.0,Female,48,General Manager,Financial Services,Affluent Customer,N,Yes,11.0,27 Grayhawk Alley,2102,NSW,Australia,11,56.0
2017-11-10,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,33429.0,Female,48,General Manager,Financial Services,Affluent Customer,N,Yes,11.0,27 Grayhawk Alley,2102,NSW,Australia,11,56.0
2017-05-12,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,35667.0,Female,48,General Manager,Financial Services,Affluent Customer,N,Yes,11.0,27 Grayhawk Alley,2102,NSW,Australia,11,56.0
2017-06-13,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,37539.0,Female,48,General Manager,Financial Services,Affluent Customer,N,Yes,11.0,27 Grayhawk Alley,2102,NSW,Australia,11,56.0
2017-01-18,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,42710.0,Female,48,General Manager,Financial Services,Affluent Customer,N,Yes,11.0,27 Grayhawk Alley,2102,NSW,Australia,11,56.0
2017-03-05,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0,Male,23,Web Developer III,Health,Mass Customer,N,No,13.0,6621 Carberry Crossing,3083,VIC,Australia,8,34.0
2017-10-21,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0,Male,23,Web Developer III,Health,Mass Customer,N,No,13.0,6621 Carberry Crossing,3083,VIC,Australia,8,34.0
2017-03-09,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0,Male,23,Web Developer III,Health,Mass Customer,N,No,13.0,6621 Carberry Crossing,3083,VIC,Australia,8,34.0
2017-11-02,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0,Male,23,Web Developer III,Health,Mass Customer,N,No,13.0,6621 Carberry Crossing,3083,VIC,Australia,8,34.0
2017-11-01,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0,Female,62,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,2.0,876 Ridgeview Circle,2566,NSW,Australia,8,31.0
2017-11-05,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,35378.0,Female,62,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,2.0,876 Ridgeview Circle,2566,NSW,Australia,8,31.0
2017-04-01,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,40670.0,Female,62,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,2.0,876 Ridgeview Circle,2566,NSW,Australia,8,31.0
2017-06-01,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334.0,Female,62,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,2.0,876 Ridgeview Circle,2566,NSW,Australia,8,31.0
